investor_id,SIP_Count,Avg_Gap_Days,Risk_Flag
INV002441,4,113.0,Healthy
INV002442,2,89.0,Healthy
INV002443,1,,Healthy
INV002444,8,34.142857142857146,Healthy
INV002445,11,34.9,Healthy
INV002446,6,83.8,At Risk
INV002447,2,327.0,Healthy
INV002448,3,74.5,Healthy
INV002449,2,148.0,Healthy
INV002450,5,71.25,Healthy
INV002451,2,272.0,Healthy
INV002452,7,47.166666666666664,At Risk
INV002453,11,37.8,At Risk
INV002454,7,46.333333333333336,At Risk
INV002455,1,,Healthy
INV002456,2,448.0,Healthy
INV002457,3,152.5,Healthy
INV002458,11,36.2,At Risk
INV002459,12,42.18181818181818,At Risk
INV002460,5,106.75,Healthy
INV002461,6,87.8,At Risk
INV002462,1,,Healthy
INV002463,7,79.5,At Risk
INV002464,7,33.0,Healthy
INV002465,5,105.25,Healthy
INV002466,12,44.0,At Risk
INV002467,10,42.55555555555556,At Risk
INV002468,7,55.166666666666664,At Risk
INV002469,10,41.888888888888886,At Risk
INV002470,1,,Healthy
INV002471,11,34.9,Healthy
INV002472,10,47.111111111111114,At Risk
INV002473,8,62.0,At Risk
INV002474,1,,Healthy
INV002475,11,44.7,At Risk
INV002476,9,53.75,At Risk
INV002477,3,39.0,Healthy
INV002478,3,41.0,Healthy
INV002479,2,260.0,Healthy
INV002480,1,,Healthy
INV002481,2,208.0,Healthy
INV002482,1,,Healthy
INV002483,8,61.285714285714285,At Risk
INV002484,2,112.0,Healthy
INV002485,12,33.72727272727273,Healthy
INV002486,9,47.5,At Risk
INV002487,3,67.5,Healthy
INV002488,7,58.333333333333336,At Risk
INV002489,2,144.0,Healthy
INV002490,10,54.44444444444444,At Risk
INV002491,4,87.0,Healthy
INV002492,1,,Healthy
INV002493,4,146.66666666666666,Healthy
INV002494,3,195.0,Healthy
INV002495,10,51.333333333333336,At Risk
INV002496,7,44.166666666666664,At Risk
INV002497,12,42.81818181818182,At Risk
INV002498,2,271.0,Healthy
INV002499,8,56.42857142857143,At Risk
INV002500,12,43.18181818181818,At Risk
INV002501,1,,Healthy
INV002502,7,77.0,At Risk
INV002503,9,47.5,At Risk
INV002504,10,53.0,At Risk
INV002505,4,149.66666666666666,Healthy
INV002506,8,55.0,At Risk
INV002507,6,83.2,At Risk
INV002508,9,51.625,At Risk
INV002509,12,29.0,Healthy
INV002510,12,45.45454545454545,At Risk
INV002511,2,302.0,Healthy
INV002512,5,100.0,Healthy
INV002513,5,78.0,Healthy
INV002514,3,179.0,Healthy
INV002515,5,83.75,Healthy
INV002516,4,39.0,Healthy
INV002517,1,,Healthy
INV002518,5,103.0,Healthy
INV002519,1,,Healthy
INV002520,12,43.09090909090909,At Risk
INV002521,8,56.42857142857143,At Risk
INV002522,1,,Healthy
INV002523,12,45.63636363636363,At Risk
INV002524,3,145.0,Healthy
INV002525,3,116.5,Healthy
INV002526,11,42.1,At Risk
INV002527,11,29.8,Healthy
INV002528,6,74.4,At Risk
INV002529,6,81.6,At Risk
INV002530,9,62.5,At Risk
INV002531,10,50.888888888888886,At Risk
INV002532,4,134.0,Healthy
INV002533,7,60.666666666666664,At Risk
INV002534,4,118.0,Healthy
INV002535,11,36.1,At Risk
INV002536,6,71.8,At Risk
INV002537,1,,Healthy
INV002538,2,250.0,Healthy
INV002539,2,65.0,Healthy
INV002540,6,67.6,At Risk
INV002541,5,56.0,Healthy
INV002542,9,57.75,At Risk
INV002543,12,40.72727272727273,At Risk
INV002544,1,,Healthy
INV002545,5,99.5,Healthy
INV002546,10,55.888888888888886,At Risk
INV002547,10,49.44444444444444,At Risk
INV002548,7,79.83333333333333,At Risk
INV002549,9,60.125,At Risk
INV002550,3,99.5,Healthy
INV002551,8,59.42857142857143,At Risk
INV002552,12,39.45454545454545,At Risk
INV002553,12,34.0,Healthy
INV002554,8,68.57142857142857,At Risk
INV002555,10,53.77777777777778,At Risk
INV002556,6,72.6,At Risk
INV002557,9,50.375,At Risk
INV002558,11,48.8,At Risk
INV002559,3,72.0,Healthy
INV002560,7,79.33333333333333,At Risk
INV002561,5,55.25,Healthy
INV002562,1,,Healthy
INV002563,10,52.666666666666664,At Risk
INV002564,3,74.5,Healthy
INV002565,10,55.333333333333336,At Risk
INV002566,8,61.285714285714285,At Risk
INV002567,11,46.9,At Risk
INV002568,9,53.875,At Risk
INV002569,2,19.0,Healthy
INV002570,12,37.09090909090909,At Risk
INV002571,8,63.857142857142854,At Risk
INV002572,11,44.7,At Risk
INV002573,1,,Healthy
INV002574,12,43.72727272727273,At Risk
INV002575,11,44.9,At Risk
INV002576,8,40.42857142857143,At Risk
INV002577,3,61.5,Healthy
INV002578,5,110.75,Healthy
INV002579,7,34.0,Healthy
INV002580,4,56.0,Healthy
INV002581,1,,Healthy
INV002582,10,43.0,At Risk
INV002583,7,65.33333333333333,At Risk
INV002584,3,118.5,Healthy
INV002585,12,42.72727272727273,At Risk
INV002586,7,72.66666666666667,At Risk
INV002587,6,75.0,At Risk
INV002588,9,53.375,At Risk
INV002589,1,,Healthy
INV002590,12,42.54545454545455,At Risk
INV002591,8,48.142857142857146,At Risk
INV002592,6,94.8,At Risk
INV002593,4,130.33333333333334,Healthy
INV002594,10,55.44444444444444,At Risk
INV002595,5,78.75,Healthy
INV002596,3,205.0,Healthy
INV002597,6,84.0,At Risk
INV002598,11,41.1,At Risk
INV002599,7,73.66666666666667,At Risk
INV002600,5,85.5,Healthy
INV002601,3,134.0,Healthy
INV002602,12,42.0,At Risk
INV002603,6,68.2,At Risk
INV002604,6,79.2,At Risk
INV002605,5,101.25,Healthy
INV002606,9,56.0,At Risk
INV002607,6,61.8,At Risk
INV002608,4,126.33333333333333,Healthy
INV002609,2,122.0,Healthy
INV002610,5,93.0,Healthy
INV002611,6,97.2,At Risk
INV002612,2,162.0,Healthy
INV002613,12,44.54545454545455,At Risk
INV002614,4,38.333333333333336,Healthy
INV002615,1,,Healthy
INV002616,4,136.66666666666666,Healthy
INV002617,4,116.0,Healthy
INV002618,1,,Healthy
INV002619,6,71.6,At Risk
INV002620,2,345.0,Healthy
INV002621,6,73.0,At Risk
INV002622,11,48.6,At Risk
INV002623,1,,Healthy
INV002624,5,68.75,Healthy
INV002625,6,78.4,At Risk
INV002626,6,78.6,At Risk
INV002627,8,60.714285714285715,At Risk
INV002628,9,53.25,At Risk
INV002629,4,142.0,Healthy
INV002630,8,53.0,At Risk
INV002631,8,58.285714285714285,At Risk
INV002632,11,45.9,At Risk
INV002633,12,40.81818181818182,At Risk
INV002634,7,23.333333333333332,Healthy
INV002635,10,48.888888888888886,At Risk
INV002636,2,118.0,Healthy
INV002637,6,76.6,At Risk
INV002638,4,127.33333333333333,Healthy
INV002639,7,30.666666666666668,Healthy
INV002640,12,38.18181818181818,At Risk
INV002641,8,59.57142857142857,At Risk
INV002642,10,48.111111111111114,At Risk
INV002643,9,55.25,At Risk
INV002644,1,,Healthy
INV002645,11,40.1,At Risk
INV002646,1,,Healthy
INV002647,7,76.0,At Risk
INV002648,7,77.33333333333333,At Risk
INV002649,4,86.33333333333333,Healthy
INV002650,5,98.75,Healthy
INV002651,5,97.25,Healthy
INV002652,9,48.75,At Risk
INV002653,1,,Healthy
INV002654,11,43.3,At Risk
INV002655,4,86.33333333333333,Healthy
INV002656,10,51.333333333333336,At Risk
INV002657,5,114.25,Healthy
INV002658,6,100.8,At Risk
INV002659,10,49.666666666666664,At Risk
INV002660,5,81.75,Healthy
INV002661,2,60.0,Healthy
INV002662,3,142.0,Healthy
INV002663,1,,Healthy
INV002664,6,57.2,At Risk
INV002665,1,,Healthy
INV002666,11,43.7,At Risk
INV002667,1,,Healthy
INV002668,12,43.45454545454545,At Risk
INV002669,3,140.5,Healthy
INV002670,3,201.5,Healthy
INV002671,12,43.63636363636363,At Risk
INV002672,1,,Healthy
INV002673,10,50.55555555555556,At Risk
INV002674,12,37.45454545454545,At Risk
INV002675,12,40.63636363636363,At Risk
INV002676,4,80.0,Healthy
INV002677,2,185.0,Healthy
INV002678,1,,Healthy
INV002679,8,65.71428571428571,At Risk
INV002680,5,101.75,Healthy
INV002681,7,83.66666666666667,At Risk
INV002682,10,40.44444444444444,At Risk
INV002683,5,10.75,Healthy
INV002684,11,43.3,At Risk
INV002685,6,96.4,At Risk
INV002686,5,110.5,Healthy
INV002687,8,45.714285714285715,At Risk
INV002688,10,32.888888888888886,Healthy
INV002689,11,35.0,Healthy
INV002690,4,129.33333333333334,Healthy
INV002691,2,384.0,Healthy
INV002692,9,56.875,At Risk
INV002693,12,32.45454545454545,Healthy
INV002694,4,124.33333333333333,Healthy
INV002695,1,,Healthy
INV002696,11,43.7,At Risk
INV002697,9,51.875,At Risk
INV002698,11,31.5,Healthy
INV002699,4,135.33333333333334,Healthy
INV002700,9,59.875,At Risk
INV002701,4,80.66666666666667,Healthy
INV002702,10,49.0,At Risk
INV002703,4,67.33333333333333,Healthy
INV002704,12,37.63636363636363,At Risk
INV002705,12,22.363636363636363,Healthy
INV002706,11,47.3,At Risk
INV002707,11,38.9,At Risk
INV002708,12,43.81818181818182,At Risk
INV002709,2,206.0,Healthy
INV002710,2,3.0,Healthy
INV002711,9,57.375,At Risk
INV002712,12,42.54545454545455,At Risk
INV002713,2,162.0,Healthy
INV002714,5,121.5,Healthy
INV002715,1,,Healthy
INV002716,6,99.8,At Risk
INV002717,4,120.66666666666667,Healthy
INV002718,7,66.83333333333333,At Risk
INV002719,3,114.5,Healthy
INV002720,4,107.0,Healthy
INV002721,1,,Healthy
INV002722,10,47.77777777777778,At Risk
INV002723,9,37.75,At Risk
INV002724,12,34.81818181818182,Healthy
INV002725,6,93.0,At Risk
INV002726,12,29.90909090909091,Healthy
INV002727,8,70.28571428571429,At Risk
INV002728,1,,Healthy
INV002729,8,64.71428571428571,At Risk
INV002730,1,,Healthy
INV002731,2,214.0,Healthy
INV002732,11,49.5,At Risk
INV002733,10,54.111111111111114,At Risk
INV002734,6,80.8,At Risk
INV002735,12,43.18181818181818,At Risk
INV002736,11,42.9,At Risk
INV002737,12,38.81818181818182,At Risk
INV002738,5,57.75,Healthy
INV002739,3,174.0,Healthy
INV002740,7,79.0,At Risk
INV002741,4,123.0,Healthy
INV002742,2,1.0,Healthy
INV002743,8,63.0,At Risk
INV002744,10,52.888888888888886,At Risk
INV002745,6,97.2,At Risk
INV002746,11,47.6,At Risk
INV002747,7,78.33333333333333,At Risk
INV002748,7,70.83333333333333,At Risk
INV002749,3,157.0,Healthy
INV002750,9,52.625,At Risk
INV002751,10,48.666666666666664,At Risk
INV002752,9,42.375,At Risk
INV002753,11,37.2,At Risk
INV002754,6,93.2,At Risk
INV002755,1,,Healthy
INV002756,3,230.0,Healthy
INV002757,5,75.25,Healthy
INV002758,9,56.75,At Risk
INV002759,7,82.0,At Risk
INV002760,1,,Healthy
INV002761,12,44.0,At Risk
INV002762,9,46.25,At Risk
INV002763,2,409.0,Healthy
INV002764,8,53.285714285714285,At Risk
INV002765,8,66.57142857142857,At Risk
INV002766,12,33.63636363636363,Healthy
INV002767,9,46.625,At Risk
INV002768,1,,Healthy
INV002769,11,49.2,At Risk
INV002770,5,101.0,Healthy
INV002771,5,110.75,Healthy
INV002772,10,49.666666666666664,At Risk
INV002773,2,405.0,Healthy
INV002774,7,76.0,At Risk
INV002775,9,37.5,At Risk
INV002776,6,72.4,At Risk
INV002777,4,144.66666666666666,Healthy
INV002778,4,116.66666666666667,Healthy
INV002779,11,45.9,At Risk
INV002780,5,78.0,Healthy
INV002781,5,40.25,Healthy
INV002782,5,74.25,Healthy
INV002783,12,44.63636363636363,At Risk
INV002784,9,34.75,Healthy
INV002785,6,91.6,At Risk
INV002786,11,49.8,At Risk
INV002787,8,56.714285714285715,At Risk
INV002788,10,50.666666666666664,At Risk
INV002789,3,88.0,Healthy
INV002790,3,247.0,Healthy
INV002791,3,165.5,Healthy
INV002792,4,136.33333333333334,Healthy
INV002793,8,50.857142857142854,At Risk
INV002794,10,39.55555555555556,At Risk
INV002795,1,,Healthy
INV002796,7,68.83333333333333,At Risk
INV002797,2,403.0,Healthy
INV002798,7,74.66666666666667,At Risk
INV002799,9,55.125,At Risk
INV002800,8,54.42857142857143,At Risk
INV002801,7,80.83333333333333,At Risk
INV002802,7,46.333333333333336,At Risk
INV002803,11,39.1,At Risk
INV002804,10,46.55555555555556,At Risk
INV002805,4,157.0,Healthy
INV002806,4,156.33333333333334,Healthy
INV002807,4,67.0,Healthy
INV002808,9,45.875,At Risk
INV002809,6,81.4,At Risk
INV002810,10,25.11111111111111,Healthy
INV002811,8,54.857142857142854,At Risk
INV002812,1,,Healthy
INV002813,9,36.75,At Risk
INV002814,2,198.0,Healthy
INV002815,2,52.0,Healthy
INV002816,2,129.0,Healthy
INV002817,4,139.0,Healthy
INV002818,4,122.0,Healthy
INV002819,7,31.166666666666668,Healthy
INV002820,3,116.0,Healthy
INV002821,2,179.0,Healthy
INV002822,11,46.3,At Risk
INV002823,4,111.0,Healthy
INV002824,12,42.27272727272727,At Risk
INV002825,4,138.33333333333334,Healthy
INV002826,9,57.25,At Risk
INV002827,9,49.125,At Risk
INV002828,12,42.18181818181818,At Risk
INV002829,4,64.0,Healthy
INV002830,6,88.2,At Risk
INV002831,8,54.142857142857146,At Risk
INV002832,10,50.0,At Risk
INV002833,4,99.33333333333333,Healthy
INV002834,10,52.888888888888886,At Risk
INV002835,7,82.33333333333333,At Risk
INV002836,1,,Healthy
INV002837,2,68.0,Healthy
INV002838,10,48.888888888888886,At Risk
INV002839,4,82.0,Healthy
INV002840,5,74.25,Healthy
INV002841,12,19.727272727272727,Healthy
INV002842,1,,Healthy
INV002843,12,44.36363636363637,At Risk
INV002844,1,,Healthy
INV002845,3,110.5,Healthy
INV002846,5,64.5,Healthy
INV002847,11,47.4,At Risk
INV002848,2,150.0,Healthy
INV002849,7,28.166666666666668,Healthy
INV002850,12,36.72727272727273,At Risk
INV002851,5,122.5,Healthy
INV002852,10,43.22222222222222,At Risk
INV002853,5,39.0,Healthy
INV002854,4,126.66666666666667,Healthy
INV002855,3,120.0,Healthy
INV002856,6,79.8,At Risk
INV002857,1,,Healthy
INV002858,4,131.66666666666666,Healthy
INV002859,10,51.0,At Risk
INV002860,3,196.5,Healthy
INV002861,10,53.888888888888886,At Risk
INV002862,8,65.42857142857143,At Risk
INV002863,9,58.75,At Risk
INV002864,10,48.55555555555556,At Risk
INV002865,10,32.77777777777778,Healthy
INV002866,4,120.33333333333333,Healthy
INV002867,6,89.0,At Risk
INV002868,9,43.75,At Risk
INV002869,8,64.14285714285714,At Risk
INV002870,12,45.0,At Risk
INV002871,2,30.0,Healthy
INV002872,6,85.6,At Risk
INV002873,9,62.25,At Risk
INV002874,6,96.4,At Risk
INV002875,3,58.0,Healthy
INV002876,4,116.0,Healthy
INV002877,6,51.8,At Risk
INV002878,2,190.0,Healthy
INV002879,11,43.6,At Risk
INV002880,1,,Healthy
INV002881,9,40.5,At Risk
INV002882,5,113.5,Healthy
INV002883,11,48.0,At Risk
INV002884,2,33.0,Healthy
INV002885,3,20.5,Healthy
INV002886,12,44.18181818181818,At Risk
INV002887,1,,Healthy
INV002888,7,68.0,At Risk
INV002889,2,452.0,Healthy
INV002890,10,45.0,At Risk
INV002891,10,56.55555555555556,At Risk
INV002892,4,117.0,Healthy
INV002893,11,42.8,At Risk
INV002894,6,90.0,At Risk
INV002895,5,95.75,Healthy
INV002896,6,63.6,At Risk
INV002897,8,57.285714285714285,At Risk
INV002898,3,58.0,Healthy
INV002899,6,89.6,At Risk
INV002900,7,65.5,At Risk
INV002901,5,69.25,Healthy
INV002902,4,22.666666666666668,Healthy
INV002903,9,56.0,At Risk
INV002904,10,47.888888888888886,At Risk
INV002905,11,42.9,At Risk
INV002906,8,48.714285714285715,At Risk
INV002907,1,,Healthy
INV002908,3,80.0,Healthy
INV002909,8,70.57142857142857,At Risk
INV002910,3,183.5,Healthy
INV002911,10,51.111111111111114,At Risk
INV002912,12,45.72727272727273,At Risk
INV002913,11,47.1,At Risk
INV002914,6,89.2,At Risk
INV002915,9,43.125,At Risk
INV002916,1,,Healthy
INV002917,5,99.25,Healthy
INV002918,1,,Healthy
INV002919,1,,Healthy
INV002920,4,137.0,Healthy
INV002921,9,51.0,At Risk
INV002922,3,193.5,Healthy
INV002923,2,220.0,Healthy
INV002924,7,26.833333333333332,Healthy
INV002925,4,106.33333333333333,Healthy
INV002926,6,88.6,At Risk
INV002927,11,47.3,At Risk
INV002928,10,46.77777777777778,At Risk
INV002929,9,59.5,At Risk
INV002930,4,95.33333333333333,Healthy
INV002931,9,59.0,At Risk
INV002932,9,44.875,At Risk
INV002933,12,31.272727272727273,Healthy
INV002934,10,34.666666666666664,Healthy
INV002935,9,50.875,At Risk
INV002936,1,,Healthy
INV002937,10,44.77777777777778,At Risk
INV002938,2,121.0,Healthy
INV002939,12,35.54545454545455,At Risk
INV002940,7,74.5,At Risk
INV002941,8,47.285714285714285,At Risk
INV002942,12,41.54545454545455,At Risk
INV002943,8,61.42857142857143,At Risk
INV002944,6,70.2,At Risk
INV002945,10,50.55555555555556,At Risk
INV002946,4,81.0,Healthy
INV002947,10,50.44444444444444,At Risk
INV002948,7,66.0,At Risk
INV002949,5,77.75,Healthy
INV002950,12,41.27272727272727,At Risk
INV002951,10,40.666666666666664,At Risk
INV002952,5,60.75,Healthy
INV002953,5,59.5,Healthy
INV002954,10,45.666666666666664,At Risk
INV002955,2,57.0,Healthy
INV002956,9,55.75,At Risk
INV002957,7,76.5,At Risk
INV002958,3,44.5,Healthy
INV002959,2,104.0,Healthy
INV002960,1,,Healthy
INV002961,9,63.5,At Risk
INV002962,1,,Healthy
INV002963,3,75.5,Healthy
INV002964,7,52.5,At Risk
INV002965,1,,Healthy
INV002966,9,47.625,At Risk
INV002967,3,222.0,Healthy
INV002968,5,80.75,Healthy
INV002969,10,24.88888888888889,Healthy
INV002970,4,125.0,Healthy
INV002971,3,99.0,Healthy
INV002972,1,,Healthy
INV002973,6,48.2,At Risk
INV002974,12,36.63636363636363,At Risk
INV002975,4,34.666666666666664,Healthy
INV002976,3,165.0,Healthy
INV002977,4,141.33333333333334,Healthy
INV002978,6,78.0,At Risk
INV002979,7,64.5,At Risk
INV002980,6,68.2,At Risk
INV002981,3,137.0,Healthy
INV002982,6,71.8,At Risk
INV002983,7,68.16666666666667,At Risk
INV002984,10,53.111111111111114,At Risk
INV002985,6,49.0,At Risk
INV002986,5,121.25,Healthy
INV002987,4,104.66666666666667,Healthy
INV002988,3,36.5,Healthy
INV002989,11,43.3,At Risk
INV002990,3,100.0,Healthy
INV002991,3,164.0,Healthy
INV002992,6,71.6,At Risk
INV002993,9,57.625,At Risk
INV002994,9,44.125,At Risk
INV002995,1,,Healthy
INV002996,12,43.27272727272727,At Risk
INV002997,8,54.857142857142854,At Risk
INV002998,2,6.0,Healthy
INV002999,1,,Healthy
INV003000,7,67.0,At Risk
INV003001,2,106.0,Healthy
INV003002,8,63.42857142857143,At Risk
INV003003,11,46.6,At Risk
INV003004,8,66.85714285714286,At Risk
INV003005,11,37.2,At Risk
INV003006,3,128.5,Healthy
INV003007,12,42.09090909090909,At Risk
INV003008,8,54.714285714285715,At Risk
INV003009,12,27.727272727272727,Healthy
INV003010,7,77.0,At Risk
INV003011,10,48.77777777777778,At Risk
INV003012,6,46.6,At Risk
INV003013,3,41.5,Healthy
INV003014,7,68.66666666666667,At Risk
INV003015,11,45.6,At Risk
INV003016,6,96.6,At Risk
INV003017,7,73.16666666666667,At Risk
INV003018,7,41.833333333333336,At Risk
INV003019,1,,Healthy
INV003020,2,208.0,Healthy
INV003021,8,68.85714285714286,At Risk
INV003022,12,39.09090909090909,At Risk
INV003023,5,94.75,Healthy
INV003024,11,26.7,Healthy
INV003025,11,29.8,Healthy
INV003026,3,206.5,Healthy
INV003027,8,71.0,At Risk
INV003028,10,53.666666666666664,At Risk
INV003029,3,152.5,Healthy
INV003030,2,230.0,Healthy
INV003031,8,62.57142857142857,At Risk
INV003032,2,260.0,Healthy
INV003033,11,47.8,At Risk
INV003034,7,61.333333333333336,At Risk
INV003035,2,76.0,Healthy
INV003036,10,50.22222222222222,At Risk
INV003037,12,43.36363636363637,At Risk
INV003038,4,82.66666666666667,Healthy
INV003039,1,,Healthy
INV003040,10,41.333333333333336,At Risk
INV003041,11,47.3,At Risk
INV003042,5,56.0,Healthy
INV003043,11,44.3,At Risk
INV003044,9,53.375,At Risk
INV003045,11,47.0,At Risk
INV003046,4,94.66666666666667,Healthy
INV003047,12,44.63636363636363,At Risk
INV003048,6,71.0,At Risk
INV003049,9,54.375,At Risk
INV003050,3,116.0,Healthy
INV003051,5,69.5,Healthy
INV003052,3,99.5,Healthy
INV003053,4,113.66666666666667,Healthy
INV003054,11,47.2,At Risk
INV003055,8,68.28571428571429,At Risk
INV003056,1,,Healthy
INV003057,10,53.666666666666664,At Risk
INV003058,10,42.22222222222222,At Risk
INV003059,3,174.0,Healthy
INV003060,12,43.09090909090909,At Risk
INV003061,8,59.57142857142857,At Risk
INV003062,2,110.0,Healthy
INV003063,9,43.375,At Risk
INV003064,4,66.33333333333333,Healthy
INV003065,9,48.75,At Risk
INV003066,3,154.5,Healthy
INV003067,2,149.0,Healthy
INV003068,6,74.0,At Risk
INV003069,8,46.142857142857146,At Risk
INV003070,12,39.63636363636363,At Risk
INV003071,3,79.5,Healthy
INV003072,2,177.0,Healthy
INV003073,9,42.875,At Risk
INV003074,11,46.3,At Risk
INV003075,11,40.2,At Risk
INV003076,3,167.5,Healthy
INV003077,9,60.5,At Risk
INV003078,9,60.625,At Risk
INV003079,7,59.666666666666664,At Risk
INV003080,3,67.0,Healthy
INV003081,5,115.5,Healthy
INV003082,10,36.111111111111114,At Risk
INV003083,11,38.1,At Risk
INV003084,3,170.0,Healthy
INV003085,3,163.5,Healthy
INV003086,7,50.0,At Risk
INV003087,2,106.0,Healthy
INV003088,2,71.0,Healthy
INV003089,8,58.0,At Risk
INV003090,5,99.25,Healthy
INV003091,11,40.7,At Risk
INV003092,2,187.0,Healthy
INV003093,2,28.0,Healthy
INV003094,1,,Healthy
INV003095,12,41.09090909090909,At Risk
INV003096,2,328.0,Healthy
INV003097,12,39.90909090909091,At Risk
INV003098,3,211.5,Healthy
INV003099,6,76.8,At Risk
INV003100,8,59.285714285714285,At Risk
INV003101,7,74.66666666666667,At Risk
INV003102,10,48.888888888888886,At Risk
INV003103,5,91.25,Healthy
INV003104,3,105.5,Healthy
INV003105,12,38.54545454545455,At Risk
INV003106,1,,Healthy
INV003107,1,,Healthy
INV003108,4,152.33333333333334,Healthy
INV003109,5,77.5,Healthy
INV003110,8,52.142857142857146,At Risk
INV003111,10,43.55555555555556,At Risk
INV003112,7,76.33333333333333,At Risk
INV003113,11,49.0,At Risk
INV003114,1,,Healthy
INV003115,7,40.0,At Risk
INV003116,6,47.6,At Risk
INV003117,12,42.36363636363637,At Risk
INV003118,3,80.0,Healthy
INV003119,8,59.57142857142857,At Risk
INV003120,7,61.666666666666664,At Risk
INV003121,12,33.18181818181818,Healthy
INV003122,2,98.0,Healthy
INV003123,9,58.375,At Risk
INV003124,12,39.0,At Risk
INV003125,7,68.33333333333333,At Risk
INV003126,1,,Healthy
INV003127,4,150.66666666666666,Healthy
INV003128,7,61.333333333333336,At Risk
INV003129,6,74.4,At Risk
INV003130,7,51.333333333333336,At Risk
INV003131,2,54.0,Healthy
INV003132,5,119.0,Healthy
INV003133,3,114.5,Healthy
INV003134,12,42.09090909090909,At Risk
INV003135,1,,Healthy
INV003136,4,149.33333333333334,Healthy
INV003137,2,232.0,Healthy
INV003138,2,41.0,Healthy
INV003139,12,30.09090909090909,Healthy
INV003140,12,36.27272727272727,At Risk
INV003141,11,40.5,At Risk
INV003142,3,125.5,Healthy
INV003143,4,127.66666666666667,Healthy
INV003144,11,49.5,At Risk
INV003145,3,68.5,Healthy
INV003146,12,45.0,At Risk
INV003147,5,102.25,Healthy
INV003148,1,,Healthy
INV003149,2,77.0,Healthy
INV003150,8,69.42857142857143,At Risk
INV003151,9,50.625,At Risk
INV003152,1,,Healthy
INV003153,9,44.625,At Risk
INV003154,4,120.66666666666667,Healthy
INV003155,2,84.0,Healthy
INV003156,1,,Healthy
INV003157,4,103.33333333333333,Healthy
INV003158,10,51.0,At Risk
INV003159,6,62.4,At Risk
INV003160,9,61.625,At Risk
INV003161,10,49.888888888888886,At Risk
INV003162,4,58.0,Healthy
INV003163,3,192.0,Healthy
INV003164,4,128.0,Healthy
INV003165,7,79.5,At Risk
INV003166,6,88.6,At Risk
INV003167,6,66.8,At Risk
INV003168,9,62.125,At Risk
INV003169,9,53.625,At Risk
INV003170,1,,Healthy
INV003171,8,66.71428571428571,At Risk
INV003172,1,,Healthy
INV003173,11,46.4,At Risk
INV003174,8,50.142857142857146,At Risk
INV003175,2,25.0,Healthy
INV003176,6,78.4,At Risk
INV003177,2,260.0,Healthy
INV003178,9,41.0,At Risk
INV003179,11,45.0,At Risk
INV003180,1,,Healthy
INV003181,5,113.0,Healthy
INV003182,3,151.0,Healthy
INV003183,3,124.5,Healthy
INV003184,6,93.6,At Risk
INV003185,8,56.857142857142854,At Risk
INV003186,1,,Healthy
INV003187,9,58.25,At Risk
INV003188,8,63.857142857142854,At Risk
INV003189,12,41.81818181818182,At Risk
INV003190,6,77.2,At Risk
INV003191,12,42.63636363636363,At Risk
INV003192,12,37.27272727272727,At Risk
INV003193,11,48.3,At Risk
INV003194,6,79.6,At Risk
INV003195,2,68.0,Healthy
INV003196,8,68.85714285714286,At Risk
INV003197,4,108.66666666666667,Healthy
INV003198,5,123.5,Healthy
INV003199,2,296.0,Healthy
INV003200,9,61.25,At Risk
INV003201,8,62.42857142857143,At Risk
INV003202,7,61.5,At Risk
INV003203,9,53.625,At Risk
INV003204,3,27.5,Healthy
INV003205,12,38.63636363636363,At Risk
INV003206,8,66.85714285714286,At Risk
INV003207,3,68.0,Healthy
INV003208,6,97.0,At Risk
INV003209,8,55.714285714285715,At Risk
INV003210,8,51.57142857142857,At Risk
INV003211,11,45.9,At Risk
INV003212,7,61.5,At Risk
INV003213,5,85.75,Healthy
INV003214,9,46.75,At Risk
INV003215,11,45.1,At Risk
INV003216,5,113.25,Healthy
INV003217,2,91.0,Healthy
INV003218,7,70.33333333333333,At Risk
INV003219,11,32.9,Healthy
INV003220,10,38.44444444444444,At Risk
INV003221,12,33.36363636363637,Healthy
INV003222,10,54.333333333333336,At Risk
INV003223,9,59.25,At Risk
INV003224,7,51.166666666666664,At Risk
INV003225,9,59.0,At Risk
INV003226,7,63.166666666666664,At Risk
INV003227,9,61.75,At Risk
INV003228,9,52.625,At Risk
INV003229,3,203.5,Healthy
INV003230,12,40.09090909090909,At Risk
INV003231,10,55.333333333333336,At Risk
INV003232,11,41.8,At Risk
INV003233,3,84.5,Healthy
INV003234,9,60.375,At Risk
INV003235,8,66.0,At Risk
INV003236,11,48.3,At Risk
INV003237,6,70.2,At Risk
INV003238,10,51.333333333333336,At Risk
INV003239,5,97.5,Healthy
INV003240,6,81.4,At Risk
INV003241,2,23.0,Healthy
INV003242,11,46.7,At Risk
INV003243,6,56.6,At Risk
INV003244,6,64.6,At Risk
INV003245,4,116.66666666666667,Healthy
INV003246,3,102.5,Healthy
INV003247,11,42.3,At Risk
INV003248,9,58.875,At Risk
INV003249,4,155.66666666666666,Healthy
INV003250,11,47.9,At Risk
INV003251,5,101.75,Healthy
INV003252,6,67.6,At Risk
INV003253,6,60.0,At Risk
INV003254,6,37.0,At Risk
INV003255,1,,Healthy
INV003256,10,38.0,At Risk
INV003257,9,42.0,At Risk
INV003258,12,45.18181818181818,At Risk
INV003259,2,166.0,Healthy
INV003260,9,55.875,At Risk
INV003261,5,99.25,Healthy
